"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"TXCCBUS","199607","197.778","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","199608","196.123","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","199609","198.913","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","199610","258.98","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","199611","400.809","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","199612","528.615","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","199613","4273.31","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","199701","603.165","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","199702","524.534","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","199703","456.717","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","199704","357.149","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","199705","280.118","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","199706","228.391","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","199707","221.392","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","199708","216.185","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","199709","217.082","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","199710","269.04","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","199711","394.609","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","199712","527.14","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","199713","4295.362","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","199801","558.24","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","199802","487.547","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","199803","464.557","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","199804","336.106","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","199805","249.113","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","199806","209.671","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","199807","213.714","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","199808","216.407","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","199809","205.25","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","199810","251.928","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","199811","345.446","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","199812","466.913","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","199813","4004.692","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","199901","591.037","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","199902","503.704","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","199903","485.978","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","199904","338.194","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","199905","245.353","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","199906","212.01","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","199907","201.788","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","199908","207.132","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","199909","204.788","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","199910","258.838","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","199911","329.833","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","199912","475.005","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","199913","4053.341","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200001","572.941","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200002","529.984","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200003","445.003","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200004","338.63","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200005","257.48","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200006","217.517","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200007","207.623","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200008","233.377","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200009","225.332","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200010","265.476","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200011","384.823","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200012","600.093","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200013","4278.03","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200101","628.857","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200102","528.721","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200103","479.987","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200104","342.514","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200105","234.628","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200106","205.351","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200107","205.774","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200108","208.578","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200109","212.433","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200110","265.927","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200111","317.374","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200112","454.66","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200113","4084.43","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200201","543.998","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200202","494.277","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200203","465.336","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200204","340.432","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200205","262.003","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200206","210.804","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200207","206.16","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200208","205.747","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200209","209.292","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200210","278.943","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200211","385","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200212","530.219","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200213","4131.941","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200301","653.056","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200302","597.853","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200303","494.782","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200304","348.449","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200305","255.963","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200306","207.269","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200307","209.139","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200308","207.86","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200309","217.288","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200310","262.697","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200311","342.359","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200312","502.051","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200313","4298.232","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200401","634.747","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200402","590.817","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200403","453.956","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200404","340.067","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200405","247.368","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200406","211.806","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200407","204.493","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200408","206.211","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200409","204.553","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200410","257.165","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200411","347.996","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200412","533.058","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200413","4232.137","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200501","587.096","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200502","516.753","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200503","477.358","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200504","321.704","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200505","248.008","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200506","211.571","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200507","201.24","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200508","204.519","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200509","196.114","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200510","238.417","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200511","323.013","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200512","526.9","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200513","4052.169","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200601","496.169","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200602","490.473","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200603","447.161","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200604","296.731","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200605","228.312","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200606","196.887","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200607","184.327","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200608","189.882","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200609","195.626","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200610","255.953","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200611","329.984","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200612","436.006","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200613","3747.266","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200701","526.224","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200702","574.981","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200703","447.094","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200704","324.772","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200705","223.88","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200706","191.571","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200707","179.928","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200708","188.479","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200709","188.165","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200710","227.159","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200711","341.347","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200712","509.061","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200713","3922.272","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200801","593.168","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200802","568.983","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200803","474.479","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200804","328.56","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200805","242.624","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200806","198.068","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200807","191.196","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200808","187.276","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200809","186.223","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200810","252.392","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200811","351.301","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200812","525.86","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200813","4099.624","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200901","629.302","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200902","522.007","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200903","451.635","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200904","324.247","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200905","227.705","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200906","192.036","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200907","190.799","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200908","194.1","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200909","199.571","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200910","268.303","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200911","323.675","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200912","532.477","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","200913","4055.318","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201001","613.229","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201002","544.625","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201003","417.182","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201004","276.473","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201005","225.237","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201006","197.296","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201007","181.62","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201008","186.022","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201009","188.452","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201010","254.612","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201011","362.019","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201012","576.276","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201013","4022.504","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201101","631.04","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201102","526.247","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201103","442.854","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201104","293.359","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201105","219.318","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201106","194.697","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201107","189.276","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201108","206.039","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201109","210.01","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201110","281.735","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201111","368.327","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201112","501.825","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201113","4064.265","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201201","544.305","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201202","470.456","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201203","336.829","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201204","269.262","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201205","210.269","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201206","190.784","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201207","184.063","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201208","200.423","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201209","200.088","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201210","272.906","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201211","376.36","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201212","467.66","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201213","3723.108","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201301","586.344","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201302","527.723","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201303","486.647","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201304","323.248","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201305","228.972","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201306","187.83","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201307","188.922","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201308","195.304","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201309","201.296","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201310","264.38","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201311","414.934","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201312","555.798","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201313","4160.963","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201401","672.604","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201402","587.389","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201403","513.567","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201404","313.882","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201405","243.918","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201406","204.256","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201407","198.252","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201408","199.101","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201409","217.346","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201410","276.006","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201411","445.739","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201412","518.555","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201413","4390.034","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201501","666.656","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201502","639.145","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201503","498.704","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201504","322.587","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201505","250.951","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201506","215.746","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201507","218.58","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201508","222.367","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201509","220.881","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201510","306.922","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201511","399.587","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201512","479.078","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201513","4440.738","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201601","627.466","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201602","531.617","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201603","404.652","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201604","328.564","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201605","264.937","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201606","222.222","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201607","221.987","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201608","224.066","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201609","229.905","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201610","289.689","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201611","382.363","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201612","594.112","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201613","4321.267","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201701","607.046","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201702","464.59","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201703","483.565","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201704","308.498","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201705","269.493","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201706","230.948","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201707","220.217","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201708","226.573","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201709","230.402","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201710","295.508","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201711","431.777","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201712","619.543","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201713","4387.755","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201801","694.98","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201802","533.667","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201803","530.165","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201804","404.97","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201805","253.986","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201806","228.186","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201807","223.212","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TXCCBUS","201808","227.472","3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
"TECCBUS","194913","3668.816","4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
"TECCBUS","195013","3893.298","4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
"TECCBUS","195113","3873.226","4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
"TECCBUS","195213","3873.385","4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
"TECCBUS","195313","3770.982","4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
"TECCBUS","195413","3732.921","4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
"TECCBUS","195513","3895.14","4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
"TECCBUS","195613","4022.859","4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
"TECCBUS","195713","3960.787","4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
